식별자,뉴스제목,뉴스본문,Label
1_00300,자신의 장례를 자식에게 맡기지 않는 '셀프(self) 장례' 증가,"자신의 장례를 자식에게 맡기지 않고 스스로 준비하는 이른바 '셀프(self) 장례'가 늘어나 누리꾼의 이목을 끌고있다.  

기본 1000만원에서 많게는 2000만원까지 치솟는 장례비용을 자식에게 부담 지우려 하지 않는 노년층이 주 고객이다. 한국소비자원이 지난해 장례·장묘 서비스를 직접 이용해본 소비자 639명을 대상으로 조사한 결과, 평균비용이 1381만원으로 나타났다.

화장 이용자는 1328만원, 매장 이용자는 1558만원이나 비용이 들었다. 반면 셀프 장례 비용은 이보다 훨씬 적은 70만~300만원 수준이다.

빈소를 차리지 않고 기간도 1~2일로 짧기 때문이다. 셀프 장례는 이웃 나라 일본에서 먼저 유행하고 있다. 일본 대형 유통센터에서는 셀프 장례 설명회를 흔히 볼 수 있다.

장례용품이나 절차를 미리 정해두는 것은 물론이고 상속이나 연금 같은 노후 상담도 이루어진다. 자기 사정에 맞게 장례 방식을 정할 수 있고, 수만명에 이르는 회원들이 업자들과 단체로 협상하는 방식이라 비용 절감 효과도 누릴 수 있다. 

65세 이상 고령자의 절반 이상이 부부 단둘이 살거나 혼자 사는 일본의 모습이 셀프 장례의 인기 비결이다. 누리꾼들의 반응은 ""안타깝다"" ""씁쓸하다""가 주를 이뤘다. 누리꾼 'znfd****'는 ""살아생전에도 돈에 허덕이는데 죽을 때도 돈 걱정하는 시대다.

죽어서도 자식 걱정하는 부모 마음이 짠하다""고 말했다. 누리꾼 'sjah****'는 ""아직 21세지만 죽으면 빈소를 차리지 않거나 가족만 왔으면 좋겠다.
굳이 잘 모르는 사람까지 부를 이유도 없고 장례 비용도 만만치 않다""며 셀프 장례를 찬성했다. 누리꾼 'socc****'는 ""경조사 허례허식 이제는 바뀌어야 한다.

죽어서 장례식 거창하게 치르는 게 무슨 소용인가.
고인을 위한다는 건 핑계다.
",0
1_00301,"""고현정 3도 화상, 드라마 촬영 취소""","배우 고현정(45) 씨가 3도 화상을 입어 '디어 마이 프렌즈' 촬영에 차질이 생겼다고 보도했다.

지난 28일 예정돼 있던 촬영도 모두 취소된 것으로 알려졌다. 이 매체에 따르면 고 씨는 현재 병원 치료 중이다.

이날 고 씨 관계자 측은 ""고 씨가 며칠 전 손과 발에 3도 화상을 입었다.

촬영 중 다친 것은 아니고 개인 일상 중 부상을 입었다""고 뉴스엔에 말했다. 이어 ""무리해서 촬영을 소화하기보다 얼른 완벽히 회복하는 데 힘쓰기로 했다.

빨리 나아 드라마 촬영에 지장이 없도록 하겠다""고 덧붙였다.

지난 27일에는 고 씨가 드라마 촬영 현장에서 선배들과 시간을 보내고 있는 장면을 담은 영상이 공개됐다.

당시 고 씨는 밝은 얼굴로 선배들에게 안마를 해주기도 했다.

배우 고현정(45) 씨가 대선배들 앞에서 사과하는 영상이 공개됐다. 

다음 달 13일 방송되는 '디어 마이 프렌즈'는 노희경 작가가 집필하고 홍종찬 감독이 연출을 맡았다. 

배우 신구, 김영옥, 김혜자 씨 등 중년 배우들이 대거 출연한다. 이 드라마는 '황혼 청춘' 얘기를 그렸다.",0
1_00302,"옥시, 2일에 '가습기 살균제' 관련 공식 입장 발표","옥시레킷벤키저가 오는 2일 가습기 살균제와 관련한 기자회견을 열고 공식 입장를 발표한다. 

이날 오전 11시 여의도 콘랜드 호텔 3층 그랜드볼룸에서 열릴 예정인 기자회견에는 아타 샤프달 옥시레킷벤키저 대표가 참석해 가습기 살균제와 관련한 공식 입장 발표하고 질의응답 시간을 가질 예정이다. 가습기 살균제와 관련해 검찰 수사를 받고 있는 옥시는 조직적인 증거인멸 의혹을 받고 있다.

옥시는 2011년 사건이 불거진 직후 가습기 살균제 관련 자료를 폐기하고 직원들의 이메일도 지우려 했다는 의심을 받고 있다. 검찰은 제조사들이 살균제에 포함된 PHMG, PGH 등의 성분이 인체에 유해한지 알고도 제조사들이 판매했는지 여부에 수사의 초점을 맞추고 있다.

검찰이 폐 손상 유발 물질이 포함됐다고 결론 내린 제품은 옥시의 '옥시싹싹 뉴가습기 당번', 롯데마트의 '와이즐렉 가습기살균제', 홈플러스 '홈플러스 가습기청정제', 버터플라이이펙트 '세퓨 가습기 살균제' 등 4가지다. 검찰 조사 결과 가습기 살균제로 인한 피해자는 사망 94명과 상해 127명 등 총 221명이다.

이 중 옥시 제품을 사용한 사람은 177명(사망 70명, 상해 107명)으로 제일 많은 피해자를 유발했다. 옥시는 지난달 21일 가습기 살균제와 관련해 피해자와 가족들에게 1장짜리 입장자료를 통해 뒤늦게 사과의 뜻을 전했지만 무성의하다는 비판을 받았다.",0
1_00303,그룹 탈퇴 후 공민지가 전한 심경,"그룹 '2NE1' 출신 가수 공민지 씨가 그룹 탈퇴 후 인스타그램에 팬들에게 전하는 손편지를 올렸다.

그는 ""그동안 많은 이야기들 때문에 놀라셨을 팬 여러분들께 우선 죄송하다는 말씀부터 전하고 싶다""고 입을 열었다. 인스타그램, 공민지이어 ""많은 생각과 고민 끝에 '공민지'로서 여러분들 앞에 서게 됐다""고 심경을 전했다. 그룹 활동 시절도 언급했다.

그는 ""16살이라는 어린 나이에 데뷔해 어떤 것과도 바꿀 수 없는 소중한 추억을 만들 수 있었고 넘치는 사랑을 받아왔다""고 했다. 활동 계획에 대해선 ""사랑의 보답은 더 발전된 모습을 보여드리는 것이라는 생각이 든다""며 '더 좋은 모습으로 빠른 시간 안에 찾아뵙겠다""고 했다. 지난달 5일 YG엔터테인먼트는 공민지 씨 2NE1 탈퇴를 공식 발표했다.

5일 YG엔터테인먼트는 '2NE1의 막내인 공민지 양이 더는 2NE1과 함께할 수 없게 되었음을 공식적으로 알립니다'라며 공식 블로그에 밝혔다. YG엔터테인먼트는 ""2NE1의 막내인 공민지 양이 더는 2NE1과 함께할 수 없게 되었음을 공식적으로 알립니다""라며 이날 공식 블로그에 밝혔다.",0
1_00304,"김고은 측 ""김동욱과 열애 아냐, 한예종 선후배 사이""","배우 김고은 측이 김동욱과의 열애설과 관련해 김고은 소속사 장인 엔터테인먼트 측의 한 관계자는 6일 뉴스1스타에 ""김동욱과는 친한 선후배 사이일 뿐""이라고 선을 그으며 ""열애설은 사실이 아니고, 두 사람은 한예종 선후배 사이라 친하다""며 ""필리핀 세부 여행은 스쿠버 다이빙 교육 차 간 것이다. 

두 사람만 간 것이 아니라 스쿠버 다이빙 팀도 동행했다""고 설명했다.  김동욱과 한예종 선후배 사이였다가 장인 엔터테인먼트 소속사 식구로 지내다 연인으로 발전했다고 전했다.",0
1_00305,"배우 최성원, 급성 백혈병 진단","배우 최성원이 급성 백혈병 진단을 받았다. 

JTBC 드라마 '마녀보감' 제작사 아폴로픽쳐스와 드라마하우스는 9일 동래 역을 맡았던 최성원의 하차를 알리며 ""지난 4일 병원 검사를 통해 급성 백혈병 진단을 받았다.

치료에 집중하기 위해 하차를 결정했다""고 밝혔다.'마녀보감' 측은 ""촬영 도중 경미한 타박상을 입었던 최성원은 평소와 달리 회복 속도가 더뎌 몸에 이상을 느끼고 병원을 찾아 검진을 받았고, 급성 백혈병 진단을 받았다.

급성 백혈병은 치료 시기가 빠르면 빠를수록 완치율이 높으며 최성원의 경우 조기에 발견돼 집중 치료를 통한 완치가 가능하다는 의사의 진단 소견이 있었다.

배우의 건강이 우선이기에 제작진과 상의 끝에 치료에 전념하기 위해 하차를 결정했다""고 설명했다. 드라마 측은 이어 ""최성원은 누구보다 열의를 갖고 촬영에 임해왔으며 '마녀보감'에 대한 애착 역시 남달랐다.

하지만 작품에 누가 돼서는 안 된다는 본인의 의지가 강하고 제작진 역시 배우가 치료에 전념할 수 있도록 하차를 결정했다.

드라마 하차와 함께 활동을 중단하고 치료에 집중할 예정이다""고 전했다. 제작사는 ""최성원이 맡은 동래는 주인공 허준이 가는 곳이라면 어디든 함께 하는 인물로 윤시윤과의 완벽한 호흡을 바탕으로 극에 활력을 불어넣을 예정이었다.

주요 배역이었던 만큼 제작진의 안타까움도 크지만 배우의 치료 및 회복이 최우선이기 때문에 그의 결정을 존중하고 응원하는 마음이다""며 ""건강을 빨리 회복할 수 있도록 함께 응원해주시길 부탁드린다""고 당부했다.",0
1_00306,'유이와 열애' 이상윤이 팬카페에 글을 남김,"배우 이상윤(34) 씨가 그룹 애프터스쿨 멤버 유이(28) 씨와의 열애 소감을 자신의 팬카페 '상상스마일'에 글을 올렸다.

그는 ""지난 한 주 많이 정신없으셨죠? 많이 놀라셨을 거라 생각이 된다""고 글을 시작했다.

이어 ""저를 많이 아껴주시고 사랑해주시는 분들에게는 큰 충격이었을 거다. 먼저 놀라게 해드린 점 죄송하다""며 ""기사로 이미 알고 계시겠지만 유이와 연애를 시작했다""고 했다.

그는 팬들에게 이해를 바라는 글도 남겼다. 이 씨는 ""이해해주셨으면 좋겠다. 이기적이란 거 알지만, 그 어느 곳보다 우리 상상스마일 식구들 지지를 받고 싶다. 많은 이해와 응원 부탁드린다""고 했다.

지난 3일 이 씨와 유이 씨는 열애를 인정했다. 두 사람은 올해 초부터 만남을 시작했다.

두 사람의 열애 사실이 알려진 후 이 씨와 유이 씨 첫 만남 영상이 SNS에 퍼져 화제가 됐다. 두 사람은 지난해 12월 5일 열린 '2015 엠넷 아시안 뮤직 어워즈'에서 첫 만남을 가진 것으로 알려졌다.",0
1_00307,공무원 인사기록카드에서 출신대학과 신체사항 등 직무와 무관한 항목 삭제,"이번 달부터 공무원 인사기록카드에서 출신 대학과 신체사항 등 직무와 무관한 항목이 사라진다.  

인사혁신처는 9일 공무원 인사기록카드에서 직무 관련성이 낮은 요소를 삭제하고, 성과 및 역량과 관련된 요소를 강화하는 방향으로 인사기록카드 서식을 개선해 이달 중 시행한다고 밝혔다. 

새로운 인사기록카드에는 당사자의 출신 고교 및 대학 등 학벌 관련 내용이 사라진다.

키와 몸무게 등 신체사항도 인사기록카드에 적지 않는다. 당초 결혼 유무 역시 삭제하기로 했으나 인사 관리상 일부 필요성이 있다는 의견에 따라 존치시켰다.

또 출신대학은 표시되지 않지만 전공은 적게 된다. 인사혁신처는 이를 위해 관련 규정과 전자인사관리시스템 개선 작업을 마무리했다. 다만 전자인사관리시스템 상이나 출력물에서는 이처럼 새로운 인사기록카드가 적용되지만 인사담당자는 원본 자료를 별도로 남겨 관리한다. 

이와 함께 국내외 교육훈련 성적이나 평가등급, 성과급 등급, 외국어, 자격증 등 성과평가와 관련된 정보를 인사기록카드에 기재해 인사관리와 연계할 수 있는 성과주의 시스템을 강화했다. 

인사혁신처는 ""그동안 대부분 정부 부처에서 인사기록이 체계적으로 관리되지 않아 보직관리, 승진 등 각종 인사관리가 객관적 자료보다는 주변의 피상적 평판이나 인사권자의 주관적 판단에 좌우된다는 지적이 있었다""며 ""이번 인사기록카드 개편으로 평판인사를 불식시키고 실적주의 인사원칙이 공직사회에 뿌리내릴 수 있을 것""이라고 기대했다.",0
1_00308,"가수 지나, 큐브 엔터테인먼트와 계약 만료","가수 지나(29)가 소속사 큐브 엔터테인먼트(이하 큐브)와 결별했다. 7일 큐브 측 관계자는 ""전속 계약이 만료돼 자연스럽게 각자의 길을 가게 됐다""고 톱스타뉴스에 밝혔다.

현재 지나는 타사 이적을 고려하고 있는 것으로 전해졌다.

가수 지나가 소속사 큐브엔터테이먼트와 결별했다. 7일 오전 큐브엔터테이먼트 측은 톱스타뉴스에 “지나씨와 5년 정도 함께 해왔다”고 하면서 “전속 계약이 만료되어 자연스럽게 각자의 길을 가게 됐다”고 지나는 지난해 말 큐브 엔터테인먼트와 전속 계약이 만료된 것으로 알려졌다.

계약 만료 이후 큐브 공식 사이트에는 지나 이름이 삭제된 상태다. 지나는 지난 2010년 싱글 앨범 '애인이 생기면 하고 싶은 일'을 발매하고 연예계에 데뷔했다.

이후 '블랙&화이트', ''꺼져줄게 잘 살아' 등을 히트시켰다.

지난 2012년에는 골든디스크 시상식 디지털 음원 부문을 받기도 했다. 현재 지나는 패션엔(FashionN) '팔로우미6'를 진행 중이다.
",0
1_00309,"배우 송중기, 5년째 소아암 어린이들 후원","배우 송중기(30) 씨가 소아암 어린이들을 5년 동안 후원했다는 사실이 뒤늦게 알려졌다. 

지난 2일 한국백혈병어린이재단 블로그에는 송 씨 선행을 알리는 글이 올라왔다.

게시자에 따르면 송 씨는 지난 2011년부터 10명이 넘는 소아암 어린이들을 후원하고 있다. 한국백혈병어린이재단 블로그 : 이 글에 따르면 송 씨는 군 복무 중에도 사비로 수천만 원을 한국백혈병어린이재단에 후원했다.

송 씨는 소아암 어린이들을 후원하면서 한국백혈병어린이재단에 후원 사실을 비공개로 처리해 달라고 부탁했다. 게시자는 ""송 씨가 조용히 소아암 어린이들 곁을 지켜줬다""고 했다.

송 씨는 지난 2011년 소아암 어린이 돕기 캠페인인 '노랑 리본'에 참여하면서 후원을 시작했다.

현재 송 씨는 군 제대 후 복귀작으로 선택한 KBS '태양의 후예'에 출연 중이다.

KBS '태양의 후예'배우 송중기(31) 씨가 출연하는 KBS 수목드라마 '태양의 후예' 티저 영상이 화제다.'태양의 후예'에서 송 씨는 특전사 대위 유시진 역을 맡았다.

지난달 24일 첫 방송 된 '태양의 후예'는 평균 시청률 24. 1%(닐슨코리아 제공)를 기록하고 있다.",0
1_00310,"프로야구 10개 구단, 올해 시범경기 입장료 유료화 결정","2016 KBO 리그' 시범경기가 8일 개막했다. 

10개 프로야구 구단은 올 시즌 시범경기 입장료 유료화를 결정했다. 

지난해 한화 이글스, NC 다이노스, SK 와이번스 등 일부 구단에서 유료화를 했으나 이처럼 전 구단이 유료화를 한 것은 사상 처음이다. 

주요 골자는 '주중 무료, 주말 유료'다.'2016 KBO 리그' 시범경기 입장료를 정리했다. 주말 경기에만 해당된다. 각 구단은 지난 시즌 최종 순위 별로 나열했다.

*정규시즌 입장료 50%삼성 라이온즈 -5000원(테이블석·VIP석), 3000원(일반석),어린이·청소년·65세 이상자는 2000원(일반석)NC 다이노스 - 좌석 일괄3000원.
단 어린이와 청소년, 65세 이상자는 무료 입장넥센 히어로즈 - 좌석 일괄 10000원(다이아몬드석 제외)SK 와이번스 -좌석5000원.
단현장 구매 초등학생은 3000원, 65세이상·국가유공자·1~3급 장애인·미취학 아동은 무료 입장.
(스카이박스 등 일부 좌석 미개방)한화 이글스 -정규시즌 입장료의 50％KIA 타이거즈 - 좌석 일괄성인 3000원, 중고등학생 2000원, 초등 및 장애인 무료롯데 자이언츠 - 좌석 일괄 성인 3000원, 어린이(만 12세이하) 무료LG 트윈스 - 미정.*정규시즌 입장료 50%KT 위즈 - 좌석 일괄5000원.
단 전용 어플리케이션 '위잽' 설치할 경우 무료 입장별(*) 표시 있는 구단은 관련 내용으로 최종 논의 중",0
